Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
19-25,Kad?n,Düzce,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Çevrimici E?itim,1 Saatten az,,Ayda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,Ayda birkaç kere,Banka Kart?,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Evet,Oneri
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Teknoloji / Elektronik;Çevrimici E?itim;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,Haftada birkaç kere,,,,,,,,,,,,,,,,,,,Haftada birkaç kere,Banka Kart?,Arada Bir,Bazen,Bazen,Her Zaman,Bazen,Arada Bir,S?k S?k,Bazen,Bazen,Hiçbir Zaman,S?k S?k,S?k S?k,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,De?erlendirmeleri okudum
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,S?k S?k,Her Zaman,Her Zaman,Bazen,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,S?k S?k,Bazen,Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,deneyip test etmi? ki?ilerin yorumlar?n? okudum ve kutu aç?l?m videosu vard? onu izledim.
19-25,Kad?n,Kocaeli,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,,,,,,,,,,Ayda birkaç kere,,Ayda birkaç kere,,,Ayda birkaç kere,,,,,,,,,Kredi Kart?,Bazen,Bazen,Her Zaman,Her Zaman,S?k S?k,Bazen,Arada Bir,Arada Bir,Arada Bir,S?k S?k,Arada Bir,Hiçbir Zaman,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Evet,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Her gun,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Her gun,Haftada birkaç kere,Her gun,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Arada Bir,Bazen,Bazen,S?k S?k,S?k S?k,Bazen,Bazen,Her Zaman,Arada Bir,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Erkek,Edirne,Bekar,Lisans,1,Hizmet Sektörü,Tam Zamanl?,0,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Teknoloji / Elektronik;Evcil Hayvan Ürünleri;Motosiklet aksesuar?,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Her gun,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,Her gun,,,,Banka Kart?,Hiçbir Zaman,Arada Bir,Her Zaman,S?k S?k,S?k S?k,Bazen,S?k S?k,S?k S?k,Arada Bir,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Yapmad?m
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,4,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Müzik / Film / Hobi / Oyun;Kitap;Seyahat(Ula??m / Konaklama),1-3 Saat,,,,,,,,,,Haftada birkaç kere,,Haftada birkaç kere,,,Haftada birkaç kere,,,,,,,,,,,Kap?da Ödeme,Bazen,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim,Hay?r,Hay?r,
0-18,Kad?n,Konya,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Giyim / Ayakkab?,1 Saatten az,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kap?da Ödeme,Arada Bir,Arada Bir,Her Zaman,Her Zaman,S?k S?k,S?k S?k,Bazen,Bazen,Bazen,Arada Bir,Bazen,Hiçbir Zaman,Geçmi? Tecrübelerim;?htiyac,Evet,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,,Y?lda birkaç kere,,,,Haftada birkaç kere,,,,,,,,Y?lda birkaç kere,,Ayda birkaç kere,,,,,,,,,,Banka Kart?;Kap?da Ödeme,Bazen,S?k S?k,Bazen,Bazen,S?k S?k,Arada Bir,Bazen,Her Zaman,Arada Bir,Her Zaman,Hiçbir Zaman,S?k S?k,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Mücevher/Aksesuar,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,Y?lda birkaç kere,,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,Banka Kart?,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,Bazen,S?k S?k,Bazen,S?k S?k,Arada Bir,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri,Evet,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,1,"Sa?l?k, ?laç ve ya?am bilimleri",Yar? Zamanl?,1,3,Ya?amad?m,0,Ayda bir kere,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Dijital Müzik / Dijital Film / Dijital Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Seyahat(Ula??m / Konaklama),1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Bazen,Arada Bir,S?k S?k,S?k S?k,Bazen,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,fiyat performans 
19-25,Kad?n,Trabzon,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?,1-3 Saat,,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,,,Her gun,,,,Ayda birkaç kere,,,,,,,,Banka Kart?,Bazen,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Bazen,Bazen,Bazen,Her Zaman,Her Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Hay?r,Evet,
19-25,Erkek,Kocaeli,Bekar,Lisans,1,H?zl? Tüketim Ürünleri,Yar? Zamanl?,1,1,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Ev E?yalar?;Çiçek / Çikolata;Otomobil Aksesuarlar?;Seyahat(Ula??m / Konaklama),1 Saatten az,Ayda birkaç kere,Ayda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,1,Finansal hizmetler,Staj,1,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Teknoloji / Elektronik;Çiçek / Çikolata;Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,Ayda birkaç kere,,,,,Banka Kart?;Kredi Kart?;BKM,Hiçbir Zaman,Arada Bir,S?k S?k,Her Zaman,Bazen,Arada Bir,S?k S?k,Arada Bir,S?k S?k,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,?nternet üzerinden kullan?c? yorumlar?
19-25,Erkek,?zmir,Bekar,Lisans,1,H?zl? Tüketim Ürünleri,Yar? Zamanl?,1,1,6-12 Ay,2,Ayda birkaç kere,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,"Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,Y?lda birkaç kere,,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,Banka Kart?;Kredi Kart?,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Arkada?lar?n tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Fiyat kar??la?t?rmas? ve teknik özellik incelemesi
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Perakende ve tüketici ürünleri,Staj,2,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1 Saatten az,,,,,,Ayda birkaç kere,,,,,,Ayda birkaç kere,Ayda birkaç kere,,,,,Ayda birkaç kere,,,Ayda birkaç kere,Ayda birkaç kere,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Bazen,S?k S?k,Bazen,Her Zaman,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,"Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim",Hay?r,Hay?r,.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1 Saatten az,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Kredi Kart?;Kap?da Ödeme,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,S?k S?k,Hiçbir Zaman,Her Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri,Hay?r,Hay?r,Yorumlar? okudum
19-25,Erkek,?stanbul,Bekar,Lisans,1,Perakende ve tüketici ürünleri,Yar? Zamanl?,1,4,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1 Saatten az,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Arada Bir,S?k S?k,Her Zaman,Arada Bir,Bazen,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Hay?r,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,1,Sigortac?l?k ve bireysel emeklilik,Staj,2,3,6 Aydan Az,1,Ayda bir kere,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Çevrimici E?itim;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,S?k S?k,S?k S?k,Her Zaman,Bazen,Bazen,Hiçbir Zaman,S?k S?k,Arada Bir,S?k S?k,Arada Bir,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Hay?r,Hay?r,Football manager oyununun fiyat?n? ara?t?rd?m ve bir arkada??m?n tavsiyesi ile voidu sitesi üzerinden sat?n ald???m kod ile steam de indirerek indirimli bir ?ekilde sat?n ald?m.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,6 Aydan Az,1,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1-3 Saat,,Ayda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,Ayda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Ürün yorumlar?na bakt?m
19-25,Erkek,?stanbul,Evli,Lisans,1,Perakende ve tüketici ürünleri,Tam Zamanl?,2,2,6 Aydan Az,1,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha fazla ürün seçene?i,Teknoloji / Elektronik;Giyim / Ayakkab?,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,Ayda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Bazen,Hiçbir Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Teknoloji / Elektronik;Seyahat(Ula??m / Konaklama),1-3 Saat,Y?lda birkaç kere,,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,Ayda birkaç kere,Banka Kart?;Kredi Kart?,Arada Bir,Bazen,Bazen,Her Zaman,Bazen,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
